(x,y,z),Volume Fraction,Elements of Diffusion Tensor
( 0,0,0)inf0,0,0,0,0,0,0,0,0
( 0,0,1)inf0,0,0,0,0,0,0,0,0
( 0,0,2)inf0,0,0,0,0,0,0,0,0
( 0,0,3)inf0,0,0,0,0,0,0,0,0
( 0,0,4)inf0,0,0,0,0,0,0,0,0
( 0,0,5)inf0,0,0,0,0,0,0,0,0
( 0,0,6)inf0,0,0,0,0,0,0,0,0
( 0,0,7)inf0,0,0,0,0,0,0,0,0
( 0,0,8)inf0,0,0,0,0,0,0,0,0
( 0,0,9)inf0,0,0,0,0,0,0,0,0
( 0,0,10)inf0,0,0,0,0,0,0,0,0
( 0,0,11)inf0,0,0,0,0,0,0,0,0
( 0,0,12)inf0,0,0,0,0,0,0,0,0
( 0,0,13)inf0,0,0,0,0,0,0,0,0
( 0,0,14)inf0,0,0,0,0,0,0,0,0
( 0,0,15)inf0,0,0,0,0,0,0,0,0
( 0,0,16)inf0,0,0,0,0,0,0,0,0
( 0,0,17)inf0,0,0,0,0,0,0,0,0
( 0,0,18)inf0,0,0,0,0,0,0,0,0
( 0,0,19)inf0,0,0,0,0,0,0,0,0
( 0,0,20)inf0,0,0,0,0,0,0,0,0
( 0,0,21)inf0,0,0,0,0,0,0,0,0
( 0,0,22)inf0,0,0,0,0,0,0,0,0
( 0,0,23)inf0,0,0,0,0,0,0,0,0
( 0,0,24)inf0,0,0,0,0,0,0,0,0
( 0,0,25)inf0,0,0,0,0,0,0,0,0
( 0,0,26)inf0,0,0,0,0,0,0,0,0
( 0,0,27)inf0,0,0,0,0,0,0,0,0
( 0,0,28)inf0,0,0,0,0,0,0,0,0
( 0,0,29)inf0,0,0,0,0,0,0,0,0
( 0,0,30)inf0,0,0,0,0,0,0,0,0
( 0,0,31)inf0,0,0,0,0,0,0,0,0
( 0,0,32)inf0,0,0,0,0,0,0,0,0
( 0,0,33)inf0,0,0,0,0,0,0,0,0
( 0,0,34)inf0,0,0,0,0,0,0,0,0
( 0,0,35)inf0,0,0,0,0,0,0,0,0
( 0,0,36)inf0,0,0,0,0,0,0,0,0
( 0,0,37)inf0,0,0,0,0,0,0,0,0
( 0,0,38)inf0,0,0,0,0,0,0,0,0
( 0,0,39)inf0,0,0,0,0,0,0,0,0
( 0,0,40)inf0,0,0,0,0,0,0,0,0
( 0,0,41)inf0,0,0,0,0,0,0,0,0
( 0,0,42)inf0,0,0,0,0,0,0,0,0
( 0,0,43)inf0,0,0,0,0,0,0,0,0
( 0,0,44)inf0,0,0,0,0,0,0,0,0
( 0,0,45)inf0,0,0,0,0,0,0,0,0
( 0,0,46)inf0,0,0,0,0,0,0,0,0
( 0,0,47)inf0,0,0,0,0,0,0,0,0
( 0,0,48)inf0,0,0,0,0,0,0,0,0
( 0,0,49)inf0,0,0,0,0,0,0,0,0
( 0,0,50)inf0,0,0,0,0,0,0,0,0
( 0,0,51)inf0,0,0,0,0,0,0,0,0
( 0,0,52)inf0,0,0,0,0,0,0,0,0
( 0,0,53)inf0,0,0,0,0,0,0,0,0
( 0,0,54)inf0,0,0,0,0,0,0,0,0
( 0,0,55)inf0,0,0,0,0,0,0,0,0
( 0,0,56)inf0,0,0,0,0,0,0,0,0
( 0,0,57)inf0,0,0,0,0,0,0,0,0
( 0,0,58)inf0,0,0,0,0,0,0,0,0
( 0,0,59)inf0,0,0,0,0,0,0,0,0
( 0,1,0)inf0,0,0,0,0,0,0,0,0
( 0,1,1)inf0,0,0,0,0,0,0,0,0
( 0,1,2)inf0,0,0,0,0,0,0,0,0
( 0,1,3)inf0,0,0,0,0,0,0,0,0
( 0,1,4)inf0,0,0,0,0,0,0,0,0
( 0,1,5)inf0,0,0,0,0,0,0,0,0
( 0,1,6)inf0,0,0,0,0,0,0,0,0
( 0,1,7)inf0,0,0,0,0,0,0,0,0
( 0,1,8)inf0,0,0,0,0,0,0,0,0
( 0,1,9)inf0,0,0,0,0,0,0,0,0
( 0,1,10)inf0,0,0,0,0,0,0,0,0
( 0,1,11)inf0,0,0,0,0,0,0,0,0
( 0,1,12)inf0,0,0,0,0,0,0,0,0
( 0,1,13)inf0,0,0,0,0,0,0,0,0
( 0,1,14)inf0,0,0,0,0,0,0,0,0
( 0,1,15)inf0,0,0,0,0,0,0,0,0
( 0,1,16)inf0,0,0,0,0,0,0,0,0
( 0,1,17)inf0,0,0,0,0,0,0,0,0
( 0,1,18)inf0,0,0,0,0,0,0,0,0
( 0,1,19)inf0,0,0,0,0,0,0,0,0
( 0,1,20)inf0,0,0,0,0,0,0,0,0
( 0,1,21)inf0,0,0,0,0,0,0,0,0
( 0,1,22)inf0,0,0,0,0,0,0,0,0
( 0,1,23)inf0,0,0,0,0,0,0,0,0
( 0,1,24)inf0,0,0,0,0,0,0,0,0
( 0,1,25)inf0,0,0,0,0,0,0,0,0
( 0,1,26)inf0,0,0,0,0,0,0,0,0
( 0,1,27)inf0,0,0,0,0,0,0,0,0
